epoch,loss,accuracy,val_loss,val_accuracy
1,0.5210710167884827,0.8339499831199646,0.07103574275970459,0.9811999797821045
2,0.15767620503902435,0.9582333564758301,0.03976434841752052,0.9871000051498413
3,0.11212997138500214,0.9705833196640015,0.03631327301263809,0.9894999861717224
4,0.09777041524648666,0.9753333330154419,0.03741786628961563,0.9889000058174133
5,0.08324984461069107,0.9782666563987732,0.03302609547972679,0.9900000095367432
6,0.069050632417202,0.98253333568573,0.03162818029522896,0.9905999898910522
7,0.06188935786485672,0.9835333228111267,0.03580312058329582,0.9907000064849854
8,0.057886168360710144,0.9851499795913696,0.0262213833630085,0.9919999837875366
9,0.05374038591980934,0.9864833354949951,0.027437902987003326,0.9915000200271606
10,0.05078413337469101,0.9867333173751831,0.025961343199014664,0.9922000169754028
11,0.04468502849340439,0.9879500269889832,0.02584366500377655,0.9930999875068665
12,0.040897928178310394,0.9887999892234802,0.026007961481809616,0.9926999807357788
13,0.039458032697439194,0.989716649055481,0.028342382982373238,0.9929999709129333
14,0.038847874850034714,0.989883303642273,0.028436368331313133,0.992900013923645
15,0.03411736711859703,0.9912166595458984,0.02866838313639164,0.9914000034332275
16,0.03219238668680191,0.9914166927337646,0.03349129483103752,0.9922000169754028
17,0.03135402128100395,0.991266667842865,0.026359664276242256,0.9940999746322632
18,0.028085533529520035,0.9922166466712952,0.03611760959029198,0.9915000200271606
19,0.02720627188682556,0.9918333292007446,0.029547616839408875,0.9922000169754028
20,0.028155988082289696,0.9922833442687988,0.025264598429203033,0.9941999912261963
21,0.023229366168379784,0.9935833215713501,0.03291904926300049,0.9929999709129333
22,0.02268488146364689,0.9937833547592163,0.028550775721669197,0.9927999973297119
23,0.02164207212626934,0.9940833449363708,0.03188928961753845,0.9926999807357788
24,0.022516854107379913,0.9936500191688538,0.028886575251817703,0.9932000041007996
25,0.022044112905859947,0.993483304977417,0.030979668721556664,0.9937999844551086
26,0.0205828920006752,0.9936666488647461,0.029189040884375572,0.9940000176429749
27,0.018939271569252014,0.9944333434104919,0.026327816769480705,0.994700014591217
28,0.020205024629831314,0.9944333434104919,0.028613146394491196,0.9934999942779541
29,0.017719395458698273,0.995033323764801,0.044106535613536835,0.9919999837875366
30,0.016593554988503456,0.9954166412353516,0.039693575352430344,0.9925000071525574
31,0.01915857382118702,0.9945166707038879,0.027023574337363243,0.9940999746322632
32,0.01800052635371685,0.9950000047683716,0.032791055738925934,0.9927999973297119
33,0.016346314921975136,0.994949996471405,0.03486813232302666,0.992900013923645
34,0.015251659788191319,0.9958333373069763,0.04658311605453491,0.9919999837875366
35,0.01660953089594841,0.9952333569526672,0.03642803058028221,0.9932000041007996
36,0.014763281680643559,0.9953833222389221,0.03280593082308769,0.993399977684021
37,0.014995341189205647,0.9957500100135803,0.03104913979768753,0.9940000176429749
38,0.014779039658606052,0.9956499934196472,0.04048478230834007,0.992900013923645
39,0.014340899884700775,0.9960166811943054,0.030242865905165672,0.9944999814033508
40,0.013926751911640167,0.9957833290100098,0.03365291282534599,0.9939000010490417
41,0.014333946630358696,0.9961333274841309,0.04088104888796806,0.9939000010490417
42,0.014817224815487862,0.9957333207130432,0.04640170931816101,0.9930999875068665
43,0.01348827499896288,0.9961333274841309,0.035870760679244995,0.9945999979972839
44,0.011678189039230347,0.996649980545044,0.040235117077827454,0.9943000078201294
45,0.012950189411640167,0.9961000084877014,0.03849272429943085,0.993399977684021
46,0.012765365652740002,0.9965500235557556,0.04223562777042389,0.9936000108718872
47,0.01373301912099123,0.996233344078064,0.03805352374911308,0.9930999875068665
48,0.011407026089727879,0.9970333576202393,0.04870380833745003,0.9930999875068665
49,0.011815528385341167,0.996233344078064,0.041051141917705536,0.9936000108718872
50,0.012664343230426311,0.9961166381835938,0.03867419436573982,0.9937000274658203
51,0.01192882563918829,0.9965999722480774,0.036455459892749786,0.9941999912261963
52,0.011590857058763504,0.9966999888420105,0.04117366299033165,0.9939000010490417
53,0.010692012496292591,0.9969666600227356,0.036521997302770615,0.9939000010490417
54,0.01074686273932457,0.9967833161354065,0.04673601686954498,0.9930999875068665
55,0.010400873608887196,0.9970333576202393,0.03704844042658806,0.9937999844551086
56,0.010696200653910637,0.9968833327293396,0.0490388348698616,0.9930999875068665
57,0.01105216983705759,0.996916651725769,0.05000292509794235,0.9932000041007996
58,0.009300054982304573,0.9969666600227356,0.040724173188209534,0.9940999746322632
59,0.010353480465710163,0.9968000054359436,0.03981909900903702,0.9937999844551086
60,0.010585196316242218,0.9967833161354065,0.05454934015870094,0.9923999905586243
61,0.008824638091027737,0.9972500205039978,0.04506548494100571,0.9937999844551086
62,0.010926597751677036,0.9972666501998901,0.04789373278617859,0.9929999709129333
63,0.01116129383444786,0.9965500235557556,0.04242338985204697,0.9941999912261963
64,0.00972391851246357,0.996916651725769,0.04356357827782631,0.9939000010490417
65,0.010352842509746552,0.9968833327293396,0.03965798020362854,0.9940999746322632
66,0.008907003328204155,0.9973333477973938,0.04110892862081528,0.9937999844551086
67,0.009725633077323437,0.9973666667938232,0.04424198344349861,0.9940000176429749
68,0.009127478115260601,0.9973000288009644,0.04992019012570381,0.993399977684021
69,0.009904632344841957,0.9972666501998901,0.03954033926129341,0.9944000244140625
70,0.009848885238170624,0.9972333312034607,0.04834383726119995,0.9934999942779541
71,0.009654251858592033,0.9970166683197021,0.04156459867954254,0.9936000108718872
72,0.008932778611779213,0.9973499774932861,0.04376278817653656,0.9933000206947327
73,0.007707921788096428,0.9977333545684814,0.04855751991271973,0.9932000041007996
74,0.00848734937608242,0.9972833395004272,0.05794098600745201,0.9925000071525574
75,0.008693345822393894,0.9975333213806152,0.05347081273794174,0.9930999875068665
76,0.010200046934187412,0.9970166683197021,0.052903931587934494,0.9937000274658203
77,0.008318926207721233,0.9977499842643738,0.05274386703968048,0.9940999746322632
78,0.008704347535967827,0.9973166584968567,0.0568481869995594,0.993399977684021
79,0.010501835495233536,0.9969666600227356,0.04534267634153366,0.9940999746322632
80,0.012436994351446629,0.9968833327293396,0.04746178537607193,0.9939000010490417
81,0.008183437399566174,0.9975333213806152,0.051671650260686874,0.9936000108718872
82,0.008545618504285812,0.9973000288009644,0.050136905163526535,0.9943000078201294
83,0.00723867304623127,0.9978166818618774,0.04657301679253578,0.9940000176429749
84,0.008020860143005848,0.9973999857902527,0.04262582212686539,0.9930999875068665
85,0.00871690921485424,0.9976500272750854,0.04689687117934227,0.9940000176429749
86,0.009360441006720066,0.9974333047866821,0.044774506241083145,0.9936000108718872
87,0.008353453129529953,0.9975500106811523,0.04816224053502083,0.9948999881744385
88,0.008202079683542252,0.9977166652679443,0.05742993950843811,0.9936000108718872
89,0.008769246749579906,0.9974666833877563,0.04934114217758179,0.9944999814033508
90,0.007045777514576912,0.9979166388511658,0.053388096392154694,0.9937000274658203
91,0.008622231893241405,0.9974499940872192,0.05885910615324974,0.9936000108718872
92,0.007879299111664295,0.998033344745636,0.06060490757226944,0.9927999973297119
93,0.010394135490059853,0.9972833395004272,0.05309491604566574,0.9941999912261963
94,0.010172534734010696,0.9970666766166687,0.046458546072244644,0.9937999844551086
95,0.00700389314442873,0.99795001745224,0.05837864428758621,0.9934999942779541
96,0.00808710977435112,0.9977499842643738,0.044688187539577484,0.9940999746322632
97,0.006904225796461105,0.998033344745636,0.04976198077201843,0.994700014591217
98,0.007599951233714819,0.9978833198547363,0.058638159185647964,0.9932000041007996
99,0.0077658724039793015,0.9978166818618774,0.052954528480768204,0.993399977684021
100,0.009495504200458527,0.9975666403770447,0.051582902669906616,0.9939000010490417
